Timestamp,course,ccm_website,social_media,community_event,family_friend_referral,current_student,alumni,hs_teacher,hs_counselor,app_advertisement,employer,billboard,tv,radio,mailer,other_ref,To what extent did the following impact your decision to attend County College of Morris? [Affordable cost],convenient_location,school_programs,online_offers,family_friend_impact,faculty_staff,reputation,financial_aid,scholarships,class_size,extra_curriculars,transfer_credits,negative_other_college_experience,nj_stars,credit_transferability,hs_college_credit,instant_decision_day,titans_tuesday,college_fair_regional,challenger_program,hs_info_session,individual_campus_visit,corporate_training,CCM_summer_camp,hs_computing_class,computing_competitions,summer_computing_club,dual_enrollment_computing,family_in_computing_field,employer_impact,work_xp_impact,current_degree,bachelors_prog,HS_transfer_credits,career_progress,career_change,pro_development,job_displacement,relocation,stay_updated,IT_industry_cert,financial_motivation,personal_motivation,info_from_counselor,info_from_teacher,ccm_it_website,info_from_admissions,info_from_advisor,info_from_employer,ccm_workforce_dev,nj_workforce_dev,info_from_misc,first_choice_major,interest_level,interest_in_computing,gender,race,Age 
2022/09/26 12:13:34 PM EST,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,,,,High Impact,,No,Yes,No,No,Yes,No,No,No,Some Impact,No Impact,Some Impact,No Impact,High Impact,,,Computer Science,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White,19-20
2022/09/26 1:36:22 PM EST,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,Computer Science,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,First Choice,,,Man,White,25-34
2022/09/26 1:37:38 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No,No,No,Yes,Yes,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Liberal Arts,,,,,,,,,,,,,,,,,,,,,,1.0,Im really only taking this class for the requirement. im not super interested or even very good with this kind of stuff,Woman,White,19-20
2022/09/26 1:39:43 PM EST,CMP 128 Computer Science I,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,Yes,No,No,Yes,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,First Choice,,,Man,Asian,18 and younger
2022/09/26 1:40:07 PM EST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,,,High Impact,No Impact,Some Impact,Some Impact,,No Impact,,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,Information Technology,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White,25-34
2022/09/26 1:40:17 PM EST,CMP 128 Computer Science I,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,,,High Impact,,Yes,No,No,No,Yes,No,No,No,High Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White,19-20
2022/09/26 1:40:51 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,Don't recall,Don't recall,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,Some Impact,High Impact,,High Impact,,,High Impact,,,,,High Impact,,No,No,No,No,No,No,No,No,High Impact,,,Some Impact,High Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Business,,,Man,White,19-20
2022/09/26 1:40:51 PM EST,CMP 128 Computer Science I,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,Yes,Yes,No,No,,,,High Impact,,,,Academy Student,,,,,,,,,,,,,,,,,,,,,,4.0,To further my knowledge of computing.,Prefer not to say,No reply,18 and younger
2022/09/26 1:41:09 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,First Choice,,,Man,Asian,19-20
2022/09/26 1:41:20 PM EST,CMP 128 Computer Science I,Yes,No,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,,,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,Yes,Yes,No,No,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Computer Science,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White,18 and younger
2022/09/26 1:41:22 PM EST,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Yes,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,Some Impact,No Impact,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White,18 and younger
2022/09/26 1:41:42 PM EST,CMP 128 Computer Science I,Yes,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No,Yes,No,No,Yes,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Business Administration ,,,,,,,,,,,,,,,,,,,,,,1.0,Computer Science isn't really for me but it helps me with Business. ,Woman,Multi-Racial,18 and younger
2022/09/26 1:42:28 PM EST,CMP 128 Computer Science I,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Liberal arts,,,,,,,,,,,,,,,,,,,,,,2.0,I'm taking this course because I need it to graduate ,Man,White,21-24
2022/09/26 1:42:46 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Don't recall,Yes,Yes,No,No,No,No,No,No,No,High Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,,No Impact,High Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,I am still a senior in high school (Morris County School of Technology) and my school offers a program that allows you to attend a CCM class or classes,,,,,,,,,,,,,,,,,,,,,,2.0,"I am more interested in doing law in the long run, I would like to practice as a lawyer one day. The program my high school offered did not allow me to do any law classes here, so I thought computer science was something interesting I could do that was available. While it certainly is interesting as I do it now, I still wanna do law in the long run.",I do not identify,White,18 and younger
2022/09/26 1:43:10 PM EST,CMP 128 Computer Science I,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,Yes,Yes,No,No,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Music Recording ,,,,,,,,,,,,,,,,,,,,,,5.0,To further my studies in Computer Science and to lead to a positive career path.,Man,White,19-20
2022/09/26 1:43:43 PM EST,CMP 128 Computer Science I,No,No,Don't recall,Yes,Yes,Yes,Don't recall,Don't recall,No,Yes,Yes,No,Don't recall,No,Don't recall,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,,Some Impact,High Impact,High Impact,,High Impact,High Impact,,No,Yes,Yes,No,Not Sure,Yes,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,,Some Impact,Information Technology,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Don't recall,Nursing,,,Man,Hispanic/Latino,25-34
2022/09/26 1:44:19 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,LIberal Arts,,,Man,White,19-20
2022/09/26 3:57:07 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,Asian,19-20
2022/09/26 3:58:05 PM EST,CMP 128 Computer Science I,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,,High Impact,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,High Impact,High Impact,,High Impact,High Impact,High Impact,High Impact,Computer Science,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Science,,,Man,Hispanic/Latino,19-20
2022/09/26 3:58:15 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,Asian,18 and younger
2022/09/26 3:58:40 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Bio ,,,,,,,,,,,,,,,,,,,,,,3.0,"I'm a bio major and in the field I want to go into computing is not required at all. except, if I wanted to make my own code for a machine or task.",Man,Hispanic/Latino,19-20
2022/09/26 3:59:10 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,High Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Computer Science,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White,21-24
2022/09/26 3:59:23 PM EST,CMP 128 Computer Science I,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,Yes,No,No,No,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,19-20
2022/09/26 3:59:48 PM EST,CMP 128 Computer Science I,Yes,Don't recall,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,Yes,No,No,No,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Man,Asian,18 and younger
2022/09/26 3:59:54 PM EST,CMP 128 Computer Science I,Don't recall,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,,High Impact,Some Impact,Not Sure,No,No,No,Yes,Yes,No,No,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Liberal Arts,,,,,,,,,,,,,,,,,,,,,,2.0,Computing seems interesting but then I don't know if I will presume learning it after this class. ,Man,Hispanic/Latino,21-24
2022/09/26 4:00:08 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical engineering technology,,,,,,,,,,,,,,,,,,,,,,3.0,"I am interested in learning more about programming, however some parts do not seem important to me",Man,White,18 and younger
2022/09/26 4:00:13 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Mathematics,,,,,,,,,,,,,,,,,,,,,,3.0,"I'd think about taking another computer class, because it's relatively related to my interests. But I am really pursuing courses in pure mathematics.",Man,White,21-24
2022/09/26 4:00:17 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,,,,High Impact,,Yes,Yes,No,No,Yes,Yes,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,2.0,"I personally don't like it because it is very similar to learning a new language, I was placed in the class for my current major Mechanical Engineering.",Man,Multi-Racial,19-20
2022/09/26 4:00:38 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Electronics Engineering,,,,,,,,,,,,,,,,,,,,,,4.0,I like the classes and I need the credits for my degree.,Prefer not to say,No reply,18 and younger
2022/09/26 4:01:22 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Not Sure,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Mechanical Engineering ,,,,,,,,,,,,,,,,,,,,,,3.0,Technology is always growing and all the things we learn in class will be very useful in the future.,Man,White,25-34
2022/09/26 4:02:17 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,,Some Impact,Some Impact,Some Impact,Some Impact,,,High Impact,,Yes,Not Sure,No,No,No,Yes,No,No,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,CIS Game Development Option,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,First Choice,,,Man,White,18 and younger
2022/09/26 4:02:35 PM EST,CMP 128 Computer Science I,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,High Impact,High Impact,,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,did not swap,,,Man,White,19-20
2022/09/26 4:03:07 PM EST,CMP 128 Computer Science I,Don't recall,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Finance/Business ,,,,,,,,,,,,,,,,,,,,,,5.0,.,I do not identify,Asian,65+
2022/09/26 4:04:20 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,Yes,Yes,No,No,High Impact,,,,High Impact,,,Computer Science,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,First Choice,,,Woman,Hispanic/Latino,18 and younger
2022/09/26 4:04:54 PM EST,CMP 128 Computer Science I,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,,,,High Impact,,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Woman,Asian,18 and younger
2022/09/26 5:06:55 PM EST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White,19-20
2022/09/28 1:13:37 PM EST,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No Impact,High Impact,High Impact,No Impact,No Impact,,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,First Choice,,,Man,White,25-34
2022/09/28 3:24:21 PM EST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Some Impact,High Impact,No Impact,High Impact,,No Impact,,Some Impact,High Impact,No Impact,Some Impact,Some Impact,,Some Impact,High Impact,No Impact,Not Sure,No,Not Sure,Yes,No,Not Sure,No,Not Sure,,Some Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Challenger Program,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Don't recall,No,Don't recall,Yes,No,No,Don't recall,Business,,,Woman,Native American,19-20
2022/09/29 6:43:28 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Asian,18 and younger
2022/10/03 1:14:52 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Don't recall,Don't recall,Yes,Don't recall,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,,High Impact,,,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Information Technology,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Don't recall,Don't recall,Don't recall,Don't recall,Yes,No,No,No,No,Math & Science -> Psychology -> Liberal Arts -> IT,,,Man,Hispanic/Latino,21-24
2022/10/05 7:12:13 AM EST,CMP 128 Computer Science I,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,Yes,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Non Degree seeking,,,,,,,,,,,,,,,,,,,,,,5.0,"My personal interest in acquiring more SKILLS in the STEM field motivates me, certificate programs and classes I can use to strengthen my acquiring of certifications is what motivates me. Its a great thing to have on the job market nowadays. 

I would not be interested in taking computing classes that require me to be in person due to personal transportation issues",Man,Hispanic/Latino,21-24
2022/10/05 8:36:35 AM EST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White,18 and younger
2022/10/05 8:37:06 AM EST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,First Choice,,,Man,Asian,19-20
2022/10/05 8:37:21 AM EST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,Yes,No,No,No,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,First Choice,,,Woman,Hispanic/Latino,18 and younger
2022/10/05 8:37:48 AM EST,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Don't recall,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,,,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Yes,Yes,Yes,No,No,No,No,Business,,,Man,White,19-20
2022/10/05 8:37:51 AM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,19-20
